# Eva2 2017 proteins
library,name
Eva2,ems_ferrC_409
Eva2,ems_4hC_2439
Eva2,ems_3hC_383
Eva2,ems_ferrM_377_0001
Eva2,ems_4hM_420_0001
Eva2,ems_3hM_2099
Eva2,ems_3hC_424
Eva2,ems_ferrM_6235_0001
Eva2,bGM_701_0001
Eva2,ems_ferrM_5236_0001
Eva2,ems_ferrM_6114
Eva2,ems_3hC_1782_0001
Eva2,ems_4hC_2637_0001
Eva2,ems_thioM_544_0001
Eva2,ems_4hM_1229
Eva2,ems_3hC_384_0002
Eva2,ems_ferrM_4866_0001
Eva2,ems_3hC_1689
Eva2,ems_4hM_298
Eva2,ems_4hM_5015_0001
Eva2,ems_3hC_805_0002
Eva2,ems_f2_511
Eva2,ems_ferrC_1351
Eva2,ems_4hC_2901_0002
Eva2,ems_4hM_2185_0001
Eva2,ems_4hM_467_0001
Eva2,ems_3hC_1465
Eva2,ems_4hM_4183_0001
Eva2,ems_ferrM_1826
Eva2,ems_4hC_1283_0002
Eva2,ems_3hC_1335_0002
Eva2,ems_3hM_1360
Eva2,ems_ferrM_2933
Eva2,ems_3hC_888_0001
